sender,sender_type,sender_id,timestamp,meta,,affect,cue,duration,ended_on,negative_videos,number,positive_videos,ppt,response,rng,session,time_commit,time_end,time_render,time_run,time_show,time_switch,url
Instructions,canvas.Screen,0,2019-08-16T19:52:28.477Z,"{""labjs_version"":""19.1.0"",""labjs_build"":{""flavor"":""production"",""commit"":""3202e253d73e8bd800b4d45551f67c8d57674796""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"",""platform"":""Linux x86_64"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1904,""scroll_height"":59,""window_innerWidth"":1920,""window_innerHeight"":1022,""devicePixelRatio"":2}",,,,769.63489,response,,,,,,,,1258,1248,428.90175200000004,393,478.36510999999996,1334.119415,{}
Cue word,canvas.Screen,1_0_0_0_0,2019-08-16T19:52:33.549Z,,,positive,other,5058.984531,timeout,"[""negative_ex1.mp4"",""negative_ex2.mp4"",""negative_ex3.mp4"",""negative_ex4.mp4"",""negative_ex5.mp4"",""negative_ex6.mp4"",""negative_ex7.mp4"",""negative_ex8.mp4"",""negative_ex9.mp4""]",1,"[""positive_ex1.mp4"",""positive_ex2.mp4"",""positive_ex3.mp4"",""positive_ex4.mp4"",""positive_ex5.mp4"",""positive_ex6.mp4""]",0,,,0,6329,6326.437282,1300.855092,1263,1334.119415,6393.103946,
Fixation cross,canvas.Screen,1_0_0_0_1,2019-08-16T19:52:35.592Z,,,positive,other,2027.8701310000006,timeout,,1,,,,,,8373,8370.632537000001,6326.437282,6332,6393.103946,8420.974077,
Video - Continuous,html.Screen,1_0_0_0_2,2019-08-16T19:54:42.224Z,,,positive,other,126576.025923,response,,1,,,"[{""value"":913,""playerTime"":7.361927,""browserTime"":7397},{""value"":964,""playerTime"":7.361927,""browserTime"":7413},{""value"":1091,""playerTime"":7.402721,""browserTime"":7446},{""value"":1200,""playerTime"":7.44331,""browserTime"":7463},{""value"":1270,""playerTime"":7.44331,""browserTime"":7479},{""value"":1332,""playerTime"":7.44331,""browserTime"":7496},{""value"":1417,""playerTime"":7.525374,""browserTime"":7562},{""value"":1418,""playerTime"":7.525374,""browserTime"":7579},{""value"":1417,""playerTime"":7.648117,""browserTime"":7696},{""value"":1408,""playerTime"":7.688979,""browserTime"":7712},{""value"":1401,""playerTime"":7.688979,""browserTime"":7746},{""value"":1406,""playerTime"":7.729637,""browserTime"":7762},{""value"":1408,""playerTime"":7.729637,""browserTime"":7779},{""value"":1409,""playerTime"":7.769954,""browserTime"":7795},{""value"":1407,""playerTime"":7.769954,""browserTime"":7811},{""value"":1407,""playerTime"":8.01517,""browserTime"":8046},{""value"":1406,""playerTime"":8.05653,""browserTime"":8113},{""value"":1403,""playerTime"":8.097528,""browserTime"":8129},{""value"":1383,""playerTime"":8.13814,""browserTime"":8162},{""value"":1374,""playerTime"":8.13814,""browserTime"":8178},{""value"":1371,""playerTime"":8.178752,""browserTime"":8196},{""value"":1357,""playerTime"":8.178752,""browserTime"":8229},{""value"":1354,""playerTime"":8.21941,""browserTime"":8246},{""value"":1354,""playerTime"":8.260113,""browserTime"":8278},{""value"":1353,""playerTime"":8.260113,""browserTime"":8313},{""value"":1353,""playerTime"":8.42263,""browserTime"":8463},{""value"":1352,""playerTime"":8.42263,""browserTime"":8480},{""value"":1337,""playerTime"":8.464376,""browserTime"":8496},{""value"":1298,""playerTime"":8.50492,""browserTime"":8529},{""value"":1268,""playerTime"":8.50492,""browserTime"":8546},{""value"":1238,""playerTime"":8.54551,""browserTime"":8563},{""value"":1198,""playerTime"":8.54551,""browserTime"":8597},{""value"":1192,""playerTime"":8.586145,""browserTime"":8613},{""value"":1182,""playerTime"":8.627482,""browserTime"":8646},{""value"":1181,""playerTime"":8.627482,""browserTime"":8663},{""value"":1181,""playerTime"":8.749478,""browserTime"":8796},{""value"":1181,""playerTime"":8.790294,""browserTime"":8829},{""value"":1179,""playerTime"":8.790294,""browserTime"":8846},{""value"":1164,""playerTime"":8.831156,""browserTime"":8863},{""value"":1110,""playerTime"":8.87195,""browserTime"":8896},{""value"":1085,""playerTime"":8.87195,""browserTime"":8912},{""value"":1065,""playerTime"":8.912517,""browserTime"":8930},{""value"":1042,""playerTime"":8.912517,""browserTime"":8963},{""value"":1040,""playerTime"":8.953219,""browserTime"":8979},{""value"":1040,""playerTime"":8.993922,""browserTime"":9012},{""value"":1041,""playerTime"":9.197619,""browserTime"":9246},{""value"":1085,""playerTime"":9.238662,""browserTime"":9263},{""value"":1191,""playerTime"":9.238662,""browserTime"":9295},{""value"":1235,""playerTime"":9.27941,""browserTime"":9313},{""value"":1262,""playerTime"":9.27941,""browserTime"":9330},{""value"":1272,""playerTime"":9.321065,""browserTime"":9362},{""value"":1267,""playerTime"":9.361836,""browserTime"":9396},{""value"":1186,""playerTime"":9.402517,""browserTime"":9429},{""value"":1055,""playerTime"":9.442947,""browserTime"":9463},{""value"":985,""playerTime"":9.442947,""browserTime"":9479},{""value"":925,""playerTime"":9.442947,""browserTime"":9495},{""value"":881,""playerTime"":9.483514,""browserTime"":9512},{""value"":855,""playerTime"":9.483514,""browserTime"":9529},{""value"":848,""playerTime"":9.524421,""browserTime"":9562},{""value"":852,""playerTime"":9.524421,""browserTime"":9579},{""value"":945,""playerTime"":9.564965,""browserTime"":9612},{""value"":1012,""playerTime"":9.605555,""browserTime"":9630},{""value"":1112,""playerTime"":9.605555,""browserTime"":9646},{""value"":1166,""playerTime"":9.605555,""browserTime"":9663},{""value"":1204,""playerTime"":9.646054,""browserTime"":9696},{""value"":1200,""playerTime"":9.68687,""browserTime"":9729},{""value"":1139,""playerTime"":9.727392,""browserTime"":9746},{""value"":1028,""playerTime"":9.727392,""browserTime"":9779},{""value"":985,""playerTime"":9.767936,""browserTime"":9797},{""value"":741,""playerTime"":9.80848,""browserTime"":9829},{""value"":730,""playerTime"":9.80848,""browserTime"":9846},{""value"":809,""playerTime"":9.84907,""browserTime"":9879},{""value"":894,""playerTime"":9.84907,""browserTime"":9896},{""value"":1062,""playerTime"":9.889931,""browserTime"":9930},{""value"":1087,""playerTime"":9.889931,""browserTime"":9946},{""value"":1077,""playerTime"":9.930748,""browserTime"":9979},{""value"":1017,""playerTime"":9.971678,""browserTime"":9995},{""value"":730,""playerTime"":10.012312,""browserTime"":10029},{""value"":689,""playerTime"":10.012312,""browserTime"":10046},{""value"":601,""playerTime"":10.053968,""browserTime"":10079},{""value"":609,""playerTime"":10.053968,""browserTime"":10096},{""value"":735,""playerTime"":10.094512,""browserTime"":10129},{""value"":832,""playerTime"":10.094512,""browserTime"":10145},{""value"":1007,""playerTime"":10.134943,""browserTime"":10179},{""value"":1044,""playerTime"":10.175646,""browserTime"":10196},{""value"":1027,""playerTime"":10.175646,""browserTime"":10212},{""value"":1004,""playerTime"":10.175646,""browserTime"":10229},{""value"":899,""playerTime"":10.216235,""browserTime"":10246},{""value"":740,""playerTime"":10.257482,""browserTime"":10279},{""value"":673,""playerTime"":10.257482,""browserTime"":10295},{""value"":652,""playerTime"":10.297959,""browserTime"":10330},{""value"":691,""playerTime"":10.297959,""browserTime"":10346},{""value"":849,""playerTime"":10.338752,""browserTime"":10379},{""value"":910,""playerTime"":10.379365,""browserTime"":10413},{""value"":965,""playerTime"":10.379365,""browserTime"":10429},{""value"":968,""playerTime"":10.419818,""browserTime"":10446},{""value"":959,""playerTime"":10.460521,""browserTime"":10480},{""value"":946,""playerTime"":10.460521,""browserTime"":10496},{""value"":936,""playerTime"":10.500793,""browserTime"":10529},{""value"":931,""playerTime"":10.500793,""browserTime"":10546},{""value"":934,""playerTime"":10.541451,""browserTime"":10596},{""value"":936,""playerTime"":10.582131,""browserTime"":10612},{""value"":936,""playerTime"":10.582131,""browserTime"":10629},{""value"":939,""playerTime"":10.622698,""browserTime"":10646},{""value"":940,""playerTime"":10.622698,""browserTime"":10662},{""value"":940,""playerTime"":10.622698,""browserTime"":10679},{""value"":941,""playerTime"":10.663242,""browserTime"":10696},{""value"":943,""playerTime"":10.663242,""browserTime"":10712},{""value"":945,""playerTime"":10.703786,""browserTime"":10730},{""value"":961,""playerTime"":10.744195,""browserTime"":10763},{""value"":1000,""playerTime"":10.744195,""browserTime"":10797},{""value"":1038,""playerTime"":10.784693,""browserTime"":10812},{""value"":1057,""playerTime"":10.784693,""browserTime"":10824},{""value"":405,""playerTime"":26.642267,""browserTime"":26681},{""value"":424,""playerTime"":26.642267,""browserTime"":26696},{""value"":541,""playerTime"":26.683015,""browserTime"":26730},{""value"":602,""playerTime"":26.723764,""browserTime"":26746},{""value"":678,""playerTime"":26.723764,""browserTime"":26762},{""value"":716,""playerTime"":26.764172,""browserTime"":26795},{""value"":760,""playerTime"":26.764172,""browserTime"":26813},{""value"":785,""playerTime"":26.804693,""browserTime"":26847},{""value"":794,""playerTime"":26.845283,""browserTime"":26862},{""value"":802,""playerTime"":26.845283,""browserTime"":26896},{""value"":801,""playerTime"":26.885827,""browserTime"":26930},{""value"":806,""playerTime"":26.926598,""browserTime"":26945},{""value"":840,""playerTime"":26.926598,""browserTime"":26963},{""value"":957,""playerTime"":26.96712,""browserTime"":26997},{""value"":1046,""playerTime"":26.96712,""browserTime"":27012},{""value"":1086,""playerTime"":27.007981,""browserTime"":27046},{""value"":1120,""playerTime"":27.048888,""browserTime"":27079},{""value"":1123,""playerTime"":27.048888,""browserTime"":27096},{""value"":1123,""playerTime"":27.089705,""browserTime"":27146},{""value"":1123,""playerTime"":27.172743,""browserTime"":27212},{""value"":1124,""playerTime"":27.172743,""browserTime"":27230},{""value"":1130,""playerTime"":27.213378,""browserTime"":27246},{""value"":1155,""playerTime"":27.254943,""browserTime"":27279},{""value"":1172,""playerTime"":27.254943,""browserTime"":27296},{""value"":1182,""playerTime"":27.295646,""browserTime"":27330},{""value"":1182,""playerTime"":27.623242,""browserTime"":27679},{""value"":1175,""playerTime"":27.664081,""browserTime"":27696},{""value"":1166,""playerTime"":27.664081,""browserTime"":27713},{""value"":1154,""playerTime"":27.70619,""browserTime"":27746},{""value"":1149,""playerTime"":27.70619,""browserTime"":27763},{""value"":1147,""playerTime"":27.746666,""browserTime"":27779},{""value"":1146,""playerTime"":27.787256,""browserTime"":27829},{""value"":1131,""playerTime"":27.787256,""browserTime"":27846},{""value"":1130,""playerTime"":27.828752,""browserTime"":27863},{""value"":1129,""playerTime"":27.951609,""browserTime"":27996},{""value"":1127,""playerTime"":27.99238,""browserTime"":28012},{""value"":1122,""playerTime"":27.99238,""browserTime"":28030},{""value"":1087,""playerTime"":28.034081,""browserTime"":28063},{""value"":1069,""playerTime"":28.034081,""browserTime"":28080},{""value"":1054,""playerTime"":28.074784,""browserTime"":28112},{""value"":1053,""playerTime"":28.074784,""browserTime"":28129},{""value"":1053,""playerTime"":28.240839,""browserTime"":28263},{""value"":1053,""playerTime"":28.406598,""browserTime"":28446},{""value"":409,""playerTime"":91.686235,""browserTime"":91728},{""value"":409,""playerTime"":91.726893,""browserTime"":91746},{""value"":414,""playerTime"":91.726893,""browserTime"":91762},{""value"":447,""playerTime"":91.726893,""browserTime"":91779},{""value"":500,""playerTime"":91.767482,""browserTime"":91796},{""value"":668,""playerTime"":91.80814,""browserTime"":91829},{""value"":731,""playerTime"":91.80814,""browserTime"":91846},{""value"":772,""playerTime"":91.80814,""browserTime"":91862},{""value"":802,""playerTime"":91.84873,""browserTime"":91880},{""value"":831,""playerTime"":91.889342,""browserTime"":91913},{""value"":832,""playerTime"":91.889342,""browserTime"":91946},{""value"":832,""playerTime"":92.011587,""browserTime"":92046},{""value"":832,""playerTime"":92.011587,""browserTime"":92070},{""value"":832,""playerTime"":92.093356,""browserTime"":92113},{""value"":832,""playerTime"":92.093356,""browserTime"":92146},{""value"":832,""playerTime"":93.243718,""browserTime"":93263},{""value"":834,""playerTime"":93.243718,""browserTime"":93279},{""value"":836,""playerTime"":93.243718,""browserTime"":93297},{""value"":845,""playerTime"":93.284784,""browserTime"":93329},{""value"":872,""playerTime"":93.325464,""browserTime"":93346},{""value"":888,""playerTime"":93.325464,""browserTime"":93364},{""value"":901,""playerTime"":93.366258,""browserTime"":93396},{""value"":908,""playerTime"":93.40814,""browserTime"":93430},{""value"":911,""playerTime"":93.612993,""browserTime"":93647},{""value"":916,""playerTime"":93.612993,""browserTime"":93664},{""value"":1015,""playerTime"":93.653696,""browserTime"":93696},{""value"":1059,""playerTime"":93.653696,""browserTime"":93712},{""value"":1092,""playerTime"":93.694353,""browserTime"":93729},{""value"":1111,""playerTime"":93.735192,""browserTime"":93763},{""value"":1107,""playerTime"":94.560181,""browserTime"":94581},{""value"":1098,""playerTime"":94.560181,""browserTime"":94597},{""value"":1002,""playerTime"":94.600793,""browserTime"":94629},{""value"":961,""playerTime"":94.600793,""browserTime"":94646},{""value"":924,""playerTime"":94.641383,""browserTime"":94662},{""value"":874,""playerTime"":94.641383,""browserTime"":94695},{""value"":868,""playerTime"":94.682018,""browserTime"":94713},{""value"":867,""playerTime"":94.722494,""browserTime"":94746},{""value"":869,""playerTime"":95.050884,""browserTime"":95080},{""value"":878,""playerTime"":95.050884,""browserTime"":95095},{""value"":934,""playerTime"":95.091564,""browserTime"":95129},{""value"":974,""playerTime"":95.091564,""browserTime"":95147},{""value"":1038,""playerTime"":95.132517,""browserTime"":95179},{""value"":1084,""playerTime"":95.174535,""browserTime"":95195},{""value"":1099,""playerTime"":95.174535,""browserTime"":95213},{""value"":1102,""playerTime"":95.215396,""browserTime"":95245},{""value"":1100,""playerTime"":95.33712,""browserTime"":95378},{""value"":1076,""playerTime"":95.377482,""browserTime"":95396},{""value"":1027,""playerTime"":95.377482,""browserTime"":95429},{""value"":859,""playerTime"":95.458435,""browserTime"":95480},{""value"":843,""playerTime"":95.458435,""browserTime"":95495},{""value"":826,""playerTime"":95.458435,""browserTime"":95512},{""value"":819,""playerTime"":95.498956,""browserTime"":95529},{""value"":818,""playerTime"":95.498956,""browserTime"":95546},{""value"":818,""playerTime"":95.539659,""browserTime"":95579},{""value"":820,""playerTime"":95.661496,""browserTime"":95696},{""value"":840,""playerTime"":95.661496,""browserTime"":95714},{""value"":901,""playerTime"":95.702267,""browserTime"":95746},{""value"":946,""playerTime"":95.743015,""browserTime"":95762},{""value"":994,""playerTime"":95.743015,""browserTime"":95779},{""value"":1012,""playerTime"":95.783809,""browserTime"":95812},{""value"":1008,""playerTime"":96.439909,""browserTime"":96463},{""value"":991,""playerTime"":96.439909,""browserTime"":96481},{""value"":948,""playerTime"":96.480634,""browserTime"":96512},{""value"":915,""playerTime"":96.480634,""browserTime"":96530},{""value"":881,""playerTime"":96.521224,""browserTime"":96546},{""value"":850,""playerTime"":96.521224,""browserTime"":96579},{""value"":845,""playerTime"":96.561768,""browserTime"":96596},{""value"":844,""playerTime"":96.602448,""browserTime"":96629},{""value"":849,""playerTime"":96.643809,""browserTime"":96696},{""value"":871,""playerTime"":96.684693,""browserTime"":96712},{""value"":906,""playerTime"":96.684693,""browserTime"":96730},{""value"":946,""playerTime"":96.725351,""browserTime"":96745},{""value"":1013,""playerTime"":96.725351,""browserTime"":96779},{""value"":1026,""playerTime"":96.765941,""browserTime"":96796},{""value"":1026,""playerTime"":96.765941,""browserTime"":96812},{""value"":1025,""playerTime"":96.806712,""browserTime"":96829},{""value"":1009,""playerTime"":96.806712,""browserTime"":96864},{""value"":979,""playerTime"":96.847505,""browserTime"":96879},{""value"":938,""playerTime"":96.847505,""browserTime"":96896},{""value"":797,""playerTime"":96.888208,""browserTime"":96945},{""value"":763,""playerTime"":96.928843,""browserTime"":96963},{""value"":748,""playerTime"":96.928843,""browserTime"":96978},{""value"":748,""playerTime"":96.969773,""browserTime"":96996},{""value"":749,""playerTime"":96.969773,""browserTime"":97012},{""value"":795,""playerTime"":97.01043,""browserTime"":97029},{""value"":837,""playerTime"":97.01043,""browserTime"":97046},{""value"":881,""playerTime"":97.051292,""browserTime"":97080},{""value"":936,""playerTime"":97.051292,""browserTime"":97096},{""value"":960,""playerTime"":97.093333,""browserTime"":97129},{""value"":950,""playerTime"":97.134172,""browserTime"":97162},{""value"":924,""playerTime"":97.134172,""browserTime"":97180},{""value"":892,""playerTime"":97.175442,""browserTime"":97196},{""value"":832,""playerTime"":97.175442,""browserTime"":97229},{""value"":817,""playerTime"":97.216326,""browserTime"":97247},{""value"":814,""playerTime"":97.256961,""browserTime"":97280},{""value"":812,""playerTime"":97.752811,""browserTime"":97780},{""value"":812,""playerTime"":97.752811,""browserTime"":97797},{""value"":837,""playerTime"":97.793492,""browserTime"":97813},{""value"":876,""playerTime"":97.793492,""browserTime"":97829},{""value"":899,""playerTime"":97.793492,""browserTime"":97846},{""value"":975,""playerTime"":97.834217,""browserTime"":97862},{""value"":997,""playerTime"":97.834217,""browserTime"":97880},{""value"":1024,""playerTime"":97.874988,""browserTime"":97912},{""value"":1035,""playerTime"":97.874988,""browserTime"":97929}]",,,135005,134997,8370.632537000001,8377,8420.974077,135067.42431,
Trial sequence,flow.Sequence,1_0_0_0,2019-08-16T19:54:42.245Z,,,positive,other,133662.880585,completion,,1,,,,,,135026,134997,1300.855092,1263,1334.119415,135067.42431,
Cue word,canvas.Screen,1_0_0_1_0,2019-08-16T19:54:47.264Z,,,positive,gaze,5041.746832999983,timeout,,1,,,,,,140046,140042.519648,135034.112624,135029,135067.42431,140109.17114299999,
Fixation cross,canvas.Screen,1_0_0_1_1,2019-08-16T19:54:49.308Z,,,positive,gaze,2026.0014000000374,timeout,,1,,,,,,142089,142085.52283899998,140042.519648,140048,140109.17114299999,142135.17254300002,
